simplified,vietnamese,pinyin,english,hsk_level
接,,jiē,to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; to take over for sb,4
接待,,jiē dài,to receive (a visitor); to admit (allow sb to enter),4
接到,,jiē dào,to receive (letter etc),4
接近,,jiē jìn,to approach; to get close to,4
接受,,jiē shòu,to accept; to receive,4
接下来,,jiē xià lái,to accept; to take; next; following,4
接着,,jiē zhe,to catch and hold on; to continue; to go on to do sth; to follow; to carry on; then; after that; subsequently; to proceed; to ensue; in turn; in one's turn,4
街,,jiē,street,4
街道,,jiē dào,street; subdistrict; residential district,4
节,,jiē,see 节骨眼,4
节目,,jié mù,program; item (on a program),4
节日,,jié rì,holiday; festival,4
节省,,jié shěng,saving; to save; to use sparingly; to cut down on,4
节约,,jié yuē,to economize; to conserve (resources); economy; frugal,4
结,,jiē,(of a plant) to produce (fruit or seeds); Taiwan pr. [jié],4
结构,,jié gòu,structure; composition; makeup; architecture,4
结果,,jiē guǒ,to bear fruit,4
结合,,jié hé,to combine; to link; to integrate; binding,4
结婚,,jié hūn,to marry; to get married,4
结论,,jié lùn,conclusion; verdict; to conclude; to reach a verdict,4
结实,,jiē shí,to bear fruit,4
结束,,jié shù,termination; to finish; to end; to conclude; to close,4
解决,,jiě jué,"to solve; to resolve; to settle (a problem); to eliminate; to wipe out (an enemy, bandits etc)",4
解开,,jiě kāi,to untie; to undo; to solve (a mystery),4
解释,,jiě shì,explanation; to explain; to interpret; to resolve,4
介绍,,jiè shào,to introduce (sb to sb); to give a presentation; to present (sb for a job etc); introduction,4
借,,jiè,to lend; to borrow; by means of; to take (an opportunity),4
姐,,jiě,older sister,4
姐姐,,jiě jie,older sister,4
姐妹,,jiě mèi,"sisters; siblings; sister (school, city etc)",4
今后,,jīn hòu,hereafter; henceforth; in the future; from now on,4
今年,,jīn nián,this year,4
今天,,jīn tiān,today; at the present; now,4
斤,,jīn,"catty; (PRC) weight equal to 500 g; (Tw) weight equal to 600 g; (HK, Malaysia, Singapore) slightly over 604 g",4
金,,Jīn,surname Jin; surname Kim (Korean); Jurchen Jin dynasty (1115-1234),4
金牌,,jīn pái,gold medal,4
仅,,jǐn,barely; only; merely,4
仅仅,,jǐn jǐn,barely; only; merely; only (this and nothing more),4
尽快,,jǐn kuài,as quickly as possible; as soon as possible,4
尽力,,jìn lì,to strive one's hardest; to spare no effort,4
尽量,,jǐn liàng,as much as possible; to the greatest extent,4
紧,,jǐn,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten,4
紧急,,jǐn jí,urgent; emergency,4
紧密,,jǐn mì,inseparably close,4
紧张,,jǐn zhāng,nervous; keyed up; intense; tense; strained; in short supply; scarce,4
近,,jìn,near; close to; approximately,4
近代,,jìn dài,"the not-very-distant past; modern times, excluding recent decades; (in the context of Chinese history) the period from the Opium Wars until the May 4th Movement (mid-19th century to 1919); capitalist times (pre-1949)",4
近期,,jìn qī,near in time; in the near future; very soon; recent,4
进,,jìn,to go forward; to advance; to go in; to enter; to put in; to submit; to take in; to admit; (math.) base of a number system; classifier for sections in a building or residential compound,4
进步,,jìn bù,progress; improvement; to improve; to progress,4
进口,,jìn kǒu,"to import; imported; entrance; inlet (for the intake of air, water etc)",4
进来,,jìn lái,to come in,4
进去,,jìn qù,to go in,4
进入,,jìn rù,to enter; to join; to go into,4
进行,,jìn xíng,to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute,4
进一步,,jìn yī bù,"to go a step further; (develop, understand, improve etc) more; further",4
进展,,jìn zhǎn,to make headway; to make progress,4
禁止,,jìn zhǐ,to prohibit; to forbid; to ban,4
京剧,,Jīng jù,Beijing opera,4
经常,,jīng cháng,frequently; constantly; regularly; often; day-to-day; everyday; daily,4
经典,,jīng diǎn,"the classics; scriptures; classical; classic (example, case etc); typical",4
经过,,jīng guò,to pass; to go through; process; course,4
经济,,jīng jì,economy; economic,4
经理,,jīng lǐ,manager; director,4
经历,,jīng lì,experience; to experience; to go through,4
经验,,jīng yàn,experience; to experience,4
经营,,jīng yíng,to engage in (business etc); to run; to operate,4
精彩,,jīng cǎi,wonderful; marvelous; brilliant,4
精力,,jīng lì,energy,4
精神,,jīng shén,spirit; mind; consciousness; thought; mental; psychological; essence; gist,4
景色,,jǐng sè,scenery; scene; landscape; view,4
警察,,jǐng chá,police; police officer,4
竟然,,jìng rán,unexpectedly; to one's surprise; in spite of everything; in that crazy way; actually; to go as far as to,4
静,,jìng,still; calm; quiet; not moving,4
镜头,,jìng tóu,camera lens; camera shot (in a movie etc); scene,4
镜子,,jìng zi,mirror,4
究竟,,jiū jìng,to go to the bottom of a matter; after all; when all is said and done; (in an interrogative sentence) finally; outcome; result,4
九,,jiǔ,nine; 9,4
久,,jiǔ,(long) time; (long) duration of time,4
酒,,jiǔ,wine (esp. rice wine); liquor; spirits; alcoholic beverage,4
酒吧,,jiǔ bā,bar; pub; saloon,4
酒店,,jiǔ diàn,wine shop; pub (public house); hotel; restaurant; (Tw) hostess club,4
旧,,jiù,old; opposite: new 新; former; worn (with age),4
救,,jiù,variant of 救,4
就,,jiù,(after a suppositional clause) in that case; then; (after a clause of action) as soon as; immediately after; (same as 是) merely; nothing else but; simply; just; precisely; exactly; only; as little as; as much as; as many as; to approach; to move towards; to undertake; to engage in; (often followed by 着) taking advantage of; (of food) to go with; with regard to; concerning; (pattern: 就 ... 也 ...) even if ... still ...; (pattern: 不 ... 就 ...) if not ... then must be ...,4
就是,,jiù shì,exactly; precisely; only; simply; just; (used correlatively with 也) even; even if,4
就要,,jiù yào,will; shall; to be going to,4
就业,,jiù yè,to get a job; employment,4
居民,,jū mín,resident; inhabitant,4
居住,,jū zhù,to reside; to dwell; to live in a place; resident in,4
局,,jú,narrow,4
举,,jǔ,variant of 举,4
举办,,jǔ bàn,to conduct; to hold,4
举手,,jǔ shǒu,to raise a hand; to put up one's hand (as signal),4
举行,,jǔ xíng,"to hold (a meeting, ceremony etc)",4
巨大,,jù dà,huge; immense; very large; tremendous; gigantic; enormous,4
句,,gōu,variant of 勾,4
句子,,jù zi,sentence,4
具备,,jù bèi,to possess; to have; equipped with; able to fulfill (conditions or requirements),4
具体,,jù tǐ,concrete; definite; specific,4
具有,,jù yǒu,to have; to possess,4
剧场,,jù chǎng,theater,4
据说,,jù shuō,it is said that; reportedly,4
距离,,jù lí,distance; to be apart from,4
聚,,jù,to congregate; to assemble; to mass; to gather together; to amass; to polymerize,4
聚会,,jù huì,party; gathering; to meet; to get together,4
卷,,juǎn,"to roll up; roll; classifier for small rolled things (wad of paper money, movie reel etc)",4
决定,,jué dìng,to decide (to do something); to resolve; decision; certainly,4
决赛,,jué sài,finals (of a competition),4
决心,,jué xīn,determination; resolution; determined; firm and resolute; to make up one's mind,4
绝对,,jué duì,absolute; unconditional,4
觉得,,jué de,to think that ...; to feel that ...; to feel (uncomfortable etc),4
咖啡,,kā fēi,coffee (loanword),4
卡,,kǎ,"to stop; to block; (computing) (coll.) slow; (loanword) card; truck (from ""car""); calorie (abbr. for 里); cassette",4
开,,kāi,"to open (transitive or intransitive); (of ships, vehicles, troops etc) to start; to turn on; to put in operation; to operate; to run; to boil; to write out (a prescription, check, invoice etc); (directional complement) away; off; carat (gold); abbr. for Kelvin, 开尔文; abbr. for 开本, book format",4
开车,,kāi chē,to drive a car,4
开发,,kāi fā,to exploit (a resource); to open up (for development); to develop,4
开放,,kāi fàng,to bloom; to open; to be open (to the public); to open up (to the outside); to be open-minded; unrestrained by convention; unconstrained in one's sexuality,4
开花,,kāi huā,to bloom; to blossom; to flower; (fig.) to burst; to split open; (fig.) to burst with joy; (fig.) to spring up everywhere; to flourish,4
开会,,kāi huì,to hold a meeting; to attend a meeting,4
开机,,kāi jī,to start an engine; to boot up (a computer); to press Ctrl-Alt-Delete; to begin shooting a film or TV show,4
开始,,kāi shǐ,to begin; beginning; to start; initial,4
开水,,kāi shuǐ,boiled water; boiling water,4
开玩笑,,kāi wán xiào,to play a joke; to make fun of; to joke,4
开心,,kāi xīn,to feel happy; to rejoice; to have a great time; to make fun of sb,4
开学,,kāi xué,foundation of a University or College; school opening; the start of a new term,4
开业,,kāi yè,to open a business; to open a practice; open (for business),4
开展,,kāi zhǎn,to launch; to develop; to unfold; (of an exhibition etc) to open,4
看,,kān,to look after; to take care of; to watch; to guard,4
看病,,kàn bìng,to visit a doctor; to see a patient,4
看不起,,kàn bu qǐ,to look down upon; to despise,4
看到,,kàn dào,to see,4
看法,,kàn fǎ,way of looking at a thing; view; opinion,4
看见,,kàn jiàn,to see; to catch sight of,4
看来,,kàn lai,apparently; it seems that,4
看起来,,kàn qǐ lai,seemingly; apparently; looks as if; appear to be; gives the impression that; seems on the face of it to be,4
看上去,,kàn shang qu,it would appear; it seems (that),4
看望,,kàn wàng,to pay a visit to; to see (sb),4
考,,kǎo,to beat; to hit; variant of 考; to inspect; to test; to take an exam,4
考察,,kǎo chá,to inspect; to observe and study; on-the-spot investigation,4
考虑,,kǎo lu:4,to think over; to consider; consideration,4
考生,,kǎo shēng,exam candidate; student whose name has been put forward for an exam,4
考试,,kǎo shì,to take an exam; exam,4
考验,,kǎo yàn,to test; to put to the test; trial; ordeal,4
靠,,kào,to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar); traditional military costume drama where the performers wear armor (old),4
科,,kē,branch of study; administrative section; division; field; branch; stage directions; family (taxonomy); rules; laws; to mete out (punishment); to levy (taxes etc); to fine sb,4
科技,,kē jì,science and technology,4
科学,,kē xué,science; scientific knowledge; scientific; rational,4
科学家,,kē xué jiā,scientist,4
棵,,kē,"classifier for trees, cabbages, plants etc",4
可爱,,kě ài,adorable; cute; lovely,4
可见,,kě jiàn,it can clearly be seen (that this is the case); it is (thus) clear; clear; visible,4
可靠,,kě kào,reliable,4
可乐,,kě lè,amusing; entertaining; (loanword) cola,4
可能,,kě néng,might (happen); possible; probable; possibility; probability; maybe; perhaps,4
可怕,,kě pà,awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly,4
可是,,kě shì,but; however; (used for emphasis) indeed,4
可以,,kě yǐ,can; may; possible; able to; not bad; pretty good,4
渴,,kě,thirsty,4
克,,Kè,"abbr. for 克罗地亚, Croatia; (Tw) abbr. for 克罗埃西亚, Croatia",4
克服,,kè fú,(try to) overcome (hardships etc); to conquer; to put up with; to endure,4
刻,,kè,quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals,4
客观,,kè guān,objective; impartial,4
客人,,kè rén,visitor; guest; customer; client,4
课,,kè,subject; course; class; lesson; to levy; tax; form of divination,4
课本,,kè běn,textbook,4
课程,,kè chéng,course; academic program,4
课堂,,kè táng,classroom,4
课文,,kè wén,text,4
空,,kōng,empty; air; sky; in vain,4
空调,,kōng tiáo,air conditioning; air conditioner (including units that have a heating mode),4
空儿,,kòng r,spare time; free time,4
空间,,kōng jiān,"space; room; (fig.) scope; leeway; (astronomy) outer space; (physics, math.) space",4
空气,,kōng qì,air; atmosphere,4
恐怕,,kǒng pà,fear; to dread; I'm afraid that...; perhaps; maybe,4
口,,kǒu,"mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls",4
口袋,,kǒu dài,pocket; bag; sack,4
口语,,kǒu yǔ,colloquial speech; spoken language; vernacular language; slander; gossip,4
哭,,kū,to cry; to weep,4
苦,,kǔ,bitter; hardship; pain; to suffer; to bring suffering to; painstakingly,4
裤子,,kù zi,"variant of 裤子, trousers; pants",4
块,,kuài,"lump; chunk; piece; classifier for pieces of cloth, cake, soap etc; (coll.) classifier for money and currency units",4
快,,kuài,rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant,4
快餐,,kuài cān,fast food; snack; quick meal,4
快递,,kuài dì,express delivery,4
快点儿,,kuài diǎn r,erhua variant of 快点,4
快乐,,kuài lè,happy; joyful,4
快速,,kuài sù,fast; high-speed; rapid,4
快要,,kuài yào,nearly at the point of (doing sth); about to (do sth),4
筷子,,kuài zi,chopsticks,4
宽,,Kuān,surname Kuan,4
宽广,,kuān guǎng,wide; broad; extensive; vast,4
矿泉水,,kuàng quán shuǐ,mineral water,4
困,,kùn,to trap; to surround; hard-pressed; stranded; destitute,4
困难,,kùn nan,difficult; challenging; straitened circumstances; difficult situation,4
扩大,,kuò dà,to expand; to enlarge; to broaden one's scope,4
扩展,,kuò zhǎn,to extend; to expand; extension; expansion,4
括号,,kuò hào,parentheses; brackets,4
垃圾,,lā jī,trash; refuse; garbage; (coll.) of poor quality; Taiwan pr. [lè sè],4
拉,,lā,to pull; to play (a bowed instrument); to drag; to draw; to chat; (coll.) to empty one's bowels,4
拉开,,lā kāi,to pull open; to pull apart; to space out; to increase,4
辣,,là,old variant of 辣,4
来,,lái,"to come; (used as a substitute for a more specific verb); hither (directional complement for motion toward the speaker, as in 回来); ever since (as in 自古以来); for the past (amount of time); (prefix) the coming ...; the next ... (as in 来世); (between two verbs) in order to; (after a round number) approximately; (used after 得 to indicate possibility, as in 谈得来, or after 不 to indicate impossibility, as in 吃不来)",4
