simplified,vietnamese,pinyin,english,hsk_level
联盟,,lián méng,alliance; union; coalition,6
联赛,,lián sài,(sports) league; league tournament,6
联手,,lián shǒu,lit. to join hands; to act together,6
联系,,lián xì,variant of 联系,6
联想,,Lián xiǎng,Lenovo,6
脸,,liǎn,face,6
脸盆,,liǎn pén,washbowl; basin for washing hands and face,6
脸色,,liǎn sè,complexion; look,6
练,,liàn,to practice; to train; to drill; to perfect (one's skill); exercise; (literary) white silk; to boil and scour raw silk,6
练习,,liàn xí,to practice; exercise; drill; practice,6
恋爱,,liàn ài,(romantic) love; in love; to have an affair,6
良好,,liáng hǎo,good; favorable; well; fine,6
凉,,Liáng,"the five Liang of the Sixteen Kingdoms, namely: Former Liang 前凉 (314-376), Later Liang 后凉 (386-403), Northern Liang 北凉 (398-439), Southern Liang 南凉 (397-414), Western Liang 西凉 (400-421)",6
凉快,,liáng kuai,nice and cold; pleasantly cool,6
凉水,,liáng shuǐ,cool water; unboiled water,6
凉鞋,,liáng xié,sandal,6
粮食,,liáng shi,foodstuff; cereals,6
两,,liǎng,"two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤 (old)",6
两岸,,liǎng àn,bilateral; both shores; both sides; both coasts; Taiwan and mainland,6
两边,,liǎng bian,either side; both sides,6
两侧,,liǎng cè,two sides; both sides,6
两手,,liǎng shǒu,"one's two hands; two prongs (of a strategy); both aspects, eventualities etc; skills; expertise",6
亮,,liàng,bright; clear; resonant; to shine; to show; to reveal,6
辆,,liàng,classifier for vehicles,6
量,,liáng,to measure,6
疗养,,liáo yǎng,to get well; to heal; to recuperate; to convalesce; convalescence; to nurse,6
聊,,liáo,to chat; to depend upon (literary); temporarily; just; slightly,6
聊天儿,,liáo tiān r,erhua variant of 天,6
料,,liào,material; stuff; grain; feed; to expect; to anticipate; to guess,6
列,,liè,to arrange; to line up; file; series; (in data tables) column; (Tw) row,6
列车,,liè chē,(railway) train,6
列入,,liè rù,to include on a list,6
列为,,liè wéi,to be classified as,6
裂,,liè,to split; to crack; to break open; to rend,6
邻居,,lín jū,neighbor; next door,6
临时,,lín shí,as the time draws near; at the last moment; temporary; interim; ad hoc,6
灵活,,líng huó,flexible; nimble; agile,6
铃,,líng,(small) bell,6
铃声,,líng shēng,ring; ringtone; bell stroke; tintinnabulation,6
零,,líng,zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither,6
零食,,líng shí,between-meal nibbles; snacks,6
零下,,líng xià,below zero,6
领,,lǐng,"neck; collar; to lead; to receive; classifier for clothes, mats, screens etc",6
领带,,lǐng dài,necktie,6
领导,,lǐng dǎo,lead; leading; to lead; leadership; leader,6
领取,,lǐng qǔ,to receive; to draw; to get,6
领先,,lǐng xiān,to lead; to be in front,6
领袖,,lǐng xiù,leader,6
令,,líng,used in 令; used in 狐 (Taiwan pr. [lìng]),6
另,,lìng,other; another; separate; separately,6
另外,,lìng wài,additional; in addition; besides; separate; other; moreover; furthermore,6
另一方面,,lìng yī fāng miàn,on the other hand; another aspect,6
流,,liú,"to flow; to disseminate; to circulate or spread; to move or drift; to degenerate; to banish or send into exile; stream of water or sth resembling one; class, rate or grade",6
流传,,liú chuán,to spread; to circulate; to hand down,6
流动,,liú dòng,to flow; to circulate; to go from place to place; to be mobile; (of assets) liquid,6
流感,,liú gǎn,flu; influenza,6
流利,,liú lì,fluent,6
流通,,liú tōng,to circulate; to distribute; circulation; distribution,6
流行,,liú xíng,"(of a contagious disease etc) to spread; to propagate; (of a style of clothing, song etc) popular; fashionable",6
留,,liú,old variant of 留,6
留下,,liú xià,to leave behind; to stay behind; to remain; to keep; not to let (sb) go,6
留学,,liú xué,to study abroad,6
留学生,,liú xué shēng,student studying abroad; (foreign) exchange student,6
留言,,liú yán,to leave a message; to leave one's comments; message,6
六,,liù,six; 6,6
龙,,Lóng,surname Long,6
楼,,Lóu,surname Lou,6
楼道,,lóu dào,corridor; passageway (in storied building),6
楼房,,lóu fáng,a building of two or more stories,6
楼上,,lóu shàng,upstairs; (Internet slang) previous poster in a forum thread,6
楼梯,,lóu tī,stair; staircase,6
楼下,,lóu xià,downstairs,6
漏,,lòu,to leak; to divulge; to leave out by mistake; waterclock or hourglass (old),6
漏洞,,lòu dòng,leak; hole; gap; loophole,6
陆地,,lù dì,dry land (as opposed to the sea),6
陆军,,lù jūn,army; ground forces,6
陆续,,lù xù,in turn; successively; one after the other; bit by bit,6
录,,lù,to carve wood,6
录取,,lù qǔ,"to accept an applicant (prospective student, employee etc) who passes an entrance exam; to admit (a student); to hire (a job candidate)",6
录像,,lù xiàng,to videotape; to videorecord; video recording,6
录音,,lù yīn,to record (sound); sound recording,6
录音机,,lù yīn jī,(tape) recording machine; tape recorder,6
路,,Lù,surname Lu,6
路边,,lù biān,curb; roadside; wayside,6
路过,,lù guò,to pass by or through,6
路口,,lù kǒu,crossing; intersection (of roads),6
路上,,lù shang,on the road; on a journey; road surface,6
路线,,lù xiàn,itinerary; route; political line (e.g. right revisionist road),6
露,,Lù,surname Lu,6
旅店,,lu:3 diàn,inn; small hotel,6
旅馆,,lu:3 guǎn,hotel,6
旅客,,lu:3 kè,traveler; tourist,6
旅行,,lu:3 xíng,to travel; journey; trip,6
旅行社,,lu:3 xíng shè,travel agency,6
旅游,,lu:3 yóu,trip; journey; tourism; travel; tour; to travel,6
律师,,lu:4 shī,lawyer,6
率领,,shuài lǐng,to lead; to command; to head,6
率先,,shuài xiān,to take the lead; to show initiative,6
绿,,lu:4,green; (slang) (derived from 绿帽子) to cheat on (one's spouse or boyfriend or girlfriend),6
绿茶,,lu:4 chá,green tea; (slang) (of a girl) seemingly innocent and charming but actually calculating and manipulative; a girl who has these qualities,6
绿化,,lu:4 huà,to make green with plants; to reforest; (Internet slang) Islamization,6
绿色,,lu:4 sè,green,6
乱,,luàn,in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary,6
轮,,lún,"wheel; disk; ring; steamship; to take turns; to rotate; classifier for big round objects: disk, or recurring events: round, turn",6
轮船,,lún chuán,steamship; steamer; steamboat,6
轮椅,,lún yǐ,wheelchair,6
轮子,,lún zi,wheel; (derog.) Falun Gong practitioner,6
论文,,lùn wén,paper; treatise; thesis; to discuss a paper or thesis (old),6
逻辑,,luó ji,logic (loanword),6
落,,là,to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind,6
落后,,luò hòu,to fall behind; to lag (in technology etc); backward; to retrogress,6
落实,,luò shí,practical; workable; to implement; to carry out; to decide,6
妈,,mā,ma; mom; mother,6
妈妈,,mā ma,mama; mommy; mother,6
麻烦,,má fan,trouble; inconvenience; inconvenient; troublesome; annoying; to bother sb; to put sb to trouble,6
马,,Mǎ,surname Ma; abbr. for Malaysia 马来西亚,6
马车,,mǎ chē,cart; chariot; carriage; buggy,6
马路,,mǎ lù,street; road,6
马上,,mǎ shàng,at once; right away; immediately; on horseback (i.e. by military force),6
码头,,mǎ tóu,dock; pier; wharf,6
骂,,mà,to scold; to abuse; to curse,6
吗,,má,(coll.) what?,6
嘛,,má,used in 吽; (Tw) (coll.) what?,6
埋,,mái,to bury,6
买,,mǎi,to buy; to purchase,6
买卖,,mǎi mài,buying and selling; business; business transactions,6
卖,,mài,to sell; to betray; to spare no effort; to show off or flaunt,6
馒头,,mán tou,steamed roll; steamed bun; steamed bread,6
满,,Mǎn,Manchu ethnic group,6
满意,,mǎn yì,satisfied; pleased; to one's satisfaction,6
满足,,mǎn zú,to satisfy; to meet (the needs of); satisfied; content,6
慢,,màn,slow,6
慢车,,màn chē,local bus or train; slow train with many stops,6
慢慢,,màn màn,slowly,6
漫画,,màn huà,caricature; cartoon; Japanese manga,6
漫长,,màn cháng,very long; endless,6
忙,,máng,busy; hurriedly; to hurry; to rush,6
盲人,,máng rén,blind person,6
猫,,māo,cat; (dialect) to hide oneself; (coll.) modem,6
毛,,Máo,surname Mao,6
毛笔,,máo bǐ,writing brush,6
毛病,,máo bìng,fault; defect; shortcomings; ailment,6
毛巾,,máo jīn,towel,6
毛衣,,máo yī,(wool) sweater,6
矛盾,,máo dùn,contradiction; conflicting views; contradictory,6
冒,,mào,old variant of 冒,6
贸易,,mào yì,(commercial) trade,6
帽子,,mào zi,hat; cap; (fig.) label; bad name,6
没,,méi,(negative prefix for verbs) have not; not,6
没错,,méi cuò,that's right; sure!; rest assured!; that's good; can't go wrong,6
没法儿,,méifǎr5,Can't,6
没关系,,méi guān xi,it doesn't matter,6
没什么,,méi shén me,nothing; it doesn't matter; it's nothing; never mind,6
没事儿,,méi shì r,to have spare time; free from work; it's not important; it's nothing; never mind,6
没收,,mò shōu,to confiscate; to seize,6
没想到,,méi xiǎng dào,didn't expect,6
没用,,méi yòng,useless,6
没有,,méi yǒu,haven't; hasn't; doesn't exist; to not have; to not be,6
梅花,,méi huā,plum blossom; clubs ♣ (a suit in card games); wintersweet (dialect),6
媒体,,méi tǐ,"media, esp. news media",6
煤,,méi,coal,6
煤气,,méi qì,coal gas; gas (fuel),6
每,,měi,each; every,6
美,,Měi,(bound form) the Americas (abbr. for 洲); (bound form) USA (abbr. for 美国),6
美好,,měi hǎo,beautiful; fine,6
美金,,Měi jīn,US dollar; USD,6
美丽,,měi lì,beautiful,6
美女,,měi nu:3,beautiful woman,6
美容,,měi róng,to improve one's appearance (using cosmetics or cosmetic surgery); to make oneself more attractive; to beautify,6
美食,,měi shí,culinary delicacy; fine food; gourmet food,6
美术,,měi shù,art; fine arts; painting,6
美元,,Měi yuán,American dollar; US dollar,6
妹,,mèi,younger sister,6
妹妹,,mèi mei,younger sister; young woman,6
门,,Mén,surname Men,6
门口,,mén kǒu,doorway; gate,6
门票,,mén piào,"ticket (for theater, cinema etc)",6
门诊,,mén zhěn,outpatient service,6
们,,men,"plural marker for pronouns, and nouns referring to individuals",6
蒙,,méng,drizzle; mist,6
猛,,měng,ferocious; fierce; violent; brave; suddenly; abrupt; (slang) awesome,6
梦,,mèng,dream; (bound form) to dream,6
梦见,,mèng jiàn,to dream about (sth or sb); to see in a dream,6
梦想,,mèng xiǎng,(fig.) to dream of; dream,6
迷,,mí,to bewilder; crazy about; fan; enthusiast; lost; confused,6
迷人,,mí rén,fascinating; enchanting; charming; tempting,6
迷信,,mí xìn,superstition; to have a superstitious belief (in sth),6
米,,Mǐ,surname Mi,6
米饭,,mǐ fàn,(cooked) rice,6
秘密,,mì mì,secret; private; confidential; clandestine; a secret,6
秘书,,mì shū,secretary,6
秘书长,,mì shū zhǎng,secretary-general,6
密,,Mì,surname Mi; name of an ancient state,6
密码,,mì mǎ,cipher; secret code; password; PIN,6
密切,,mì qiè,close; familiar; intimate; closely (related); to foster close ties; to pay close attention,6
棉,,mián,generic term for cotton or kapok; cotton; padded or quilted with cotton,6
免得,,miǎn de,so as not to; so as to avoid,6
免费,,miǎn fèi,free (of charge),6
面,,miàn,"face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc",6
面包,,miàn bāo,bread,6
面对,,miàn duì,to face; to confront,6
面对面,,miàn duì miàn,face to face,6
面积,,miàn jī,"area (of a floor, piece of land etc); surface area; tract of land",6
面临,,miàn lín,to face sth; to be confronted with,6
面貌,,miàn mào,face; features; appearance; look,6
面前,,miàn qián,in front of; facing; (in the) presence (of),6
面试,,miàn shì,to be interviewed (as a candidate); interview,6
面条儿,,miàn tiáo r,erhua variant of 面条,6
面向,,miàn xiàng,to face; to turn towards; to incline to; geared towards; catering for; -oriented; facial feature; appearance; aspect; facet,6
面子,,miàn zi,outer surface; the outside of sth; social prestige; face,6
描述,,miáo shù,to describe; description,6
描写,,miáo xiě,to describe; to depict; to portray; description,6
秒,,miǎo,second (unit of time); arc second (angular measurement unit); (coll.) instantly,6
妙,,miào,clever; wonderful,6
灭,,miè,to extinguish or put out; to go out (of a fire etc); to exterminate or wipe out; to drown,6
民歌,,mín gē,folk song,6
民工,,mín gōng,migrant worker (who moved from a rural area of China to a city to find work); temporary worker enlisted on a public project,6
民间,,mín jiān,among the people; popular; folk; non-governmental; involving people rather than governments,6
民警,,mín jǐng,civil police; PRC police; abbr. for 人民警察,6
民意,,mín yì,public opinion; popular will; public will,6
民主,,mín zhǔ,democracy,6
民族,,mín zú,nationality; ethnic group,6
敏感,,mǐn gǎn,sensitive; susceptible,6
名,,míng,name; noun (part of speech); place (e.g. among winners); famous; classifier for people,6
名称,,míng chēng,name (of a thing); name (of an organization),6
名单,,míng dān,list of names,6
名额,,míng é,"quota; number of places; place (in an institution, a group etc)",6
名牌儿,,míngpáir5,Famous brand,6
名片,,míng piàn,(business) card,6
名人,,míng rén,personage; celebrity,6
名胜,,míng shèng,a place famous for its scenery or historical relics; scenic spot,6
名义,,míng yì,name; titular; nominal; in name; ostensible purpose,6
名誉,,míng yù,fame; reputation; honor; honorary; emeritus (of retired professor),6
名字,,míng zi,name (of a person or thing),6
明白,,míng bai,clear; obvious; unequivocal; to understand; to realize,6
明亮,,míng liàng,bright; shining; glittering; to become clear,6
明明,,míng míng,obviously; plainly; undoubtedly; definitely,6
明年,,míng nián,next year,6
明确,,míng què,clear-cut; definite; explicit; to clarify; to specify; to make definite,6
明日,,míng rì,tomorrow,6
明天,,míng tiān,tomorrow,6
明显,,míng xiǎn,clear; distinct; obvious,6
明星,,míng xīng,star; celebrity,6
命,,mìng,"life; fate; order or command; to assign a name, title etc",6
命令,,mìng lìng,order; command,6
命运,,mìng yùn,fate; destiny,6
摸,,mō,to feel with the hand; to touch; to stroke; to grope; to steal; to abstract,6
模范,,mó fàn,model; fine example,6
模仿,,mó fǎng,to imitate; to copy; to emulate; to mimic; model,6
模糊,,mó hu,vague; indistinct; fuzzy,6
模式,,mó shì,mode; method; pattern,6
模特儿,,mó tè r,(fashion) model (loanword),6
模型,,mó xíng,model; mold; matrix; pattern,6
模样,,mú yàng,look; style; appearance; approximation; about; also pr. [mó yàng],6
膜,,mó,membrane; film,6
摩擦,,mó cā,friction; rubbing; chafing; fig. disharmony; conflict; also written 磨擦,6
摩托,,mó tuō,motor (loanword); motorbike,6
磨,,mó,to rub; to grind; to polish; to sharpen; to wear down; to die out; to waste time; to pester; to insist,6
末,,mò,tip; end; final stage; latter part; inessential detail; powder; dust; opera role of old man,6
墨水,,mò shuǐ,ink,6
默默,,mò mò,in silence; not speaking,6
某,,mǒu,some; a certain; sb or sth indefinite; such-and-such,6
母,,mǔ,mother; elderly female relative; origin; source; (of animals) female,6
母鸡,,mǔ jī,"hen; don't know (humorous slang mimicking Cantonese 唔知, Jyutping: m4 zi1)",6
母女,,mǔ nu:3,mother and daughter; mother-daughter,6
母亲,,mǔ qīn,mother; also pr. [mǔ qin],6
母子,,mǔ zǐ,mother and child; parent and subsidiary (companies); principal and interest,6
木头,,mù tou,"slow-witted; blockhead; log (of wood, timber etc)",6
目标,,mù biāo,target; goal; objective,6
目的,,mù dì,purpose; aim; goal; target; objective,6
目光,,mù guāng,gaze; (fig.) attention; expression in one's eyes; look; (lit. and fig.) sight; vision,6
目前,,mù qián,at the present time; currently,6
墓,,mù,grave; tomb; mausoleum,6
拿,,ná,old variant of 拿,6
拿出,,ná chū,to take out; to put out; to provide; to put forward (a proposal); to come up with (evidence),6
拿到,,ná dào,to get; to obtain,6
拿走,,ná zǒu,to take away,6
哪,,nǎ,how; which,6
哪儿,,nǎ r,where?; wherever; anywhere; somewhere; (used in rhetorical questions) how can ...?; how could ...?,6
哪里,,nǎ lǐ,where?; somewhere; anywhere; wherever; nowhere (negative answer to question); humble expression denying compliment; also written 哪里,6
哪怕,,nǎ pà,even; even if; even though; no matter how,6
哪些,,nǎ xiē,which ones?; who?; what?,6
那,,Nā,surname Na,6
那边,,nà bian,over there; yonder,6
那儿,,nà r,there,6
那会儿,,nà huì r,at that time (in the past or the future); also pr. [nèi huì r],6
那里,,nà li,there; that place,6
那么,,nà me,like that; in that way; or so; so; so very much; about; in that case,6
那时,,nà shí,then; at that time; in those days,6
那时候,,nà shí hou,at that time,6
那些,,nà xiē,those,6
那样,,nà yàng,that kind; that sort,6
奶,,nǎi,breast; milk; to breastfeed,6
奶茶,,nǎi chá,milk tea,6
奶粉,,nǎi fěn,powdered milk,6
奶奶,,nǎi nai,(informal) grandma (paternal grandmother); (respectful) mistress of the house; (coll.) boobies; breasts,6
奶牛,,nǎi niú,milk cow; dairy cow,6
耐心,,nài xīn,to be patient; patience,6
男,,nán,"male; Baron, lowest of five orders of nobility 位",6
男孩儿,,nán hái r,erhua variant of 孩,6
男女,,nán nu:3,male-female; male and female,6
男朋友,,nán péng you,boyfriend,6
男人,,nán rén,a man; a male; men,6
男生,,nán shēng,schoolboy; male student; boy; guy (young adult male),6
男士,,nán shì,man; gentleman,6
男性,,nán xìng,the male sex; a male,6
男子,,nán zǐ,a man; a male,6
南,,Nán,surname Nan,6
南北,,nán běi,north and south; north to south,6
南边,,nán bian,south; south side; southern part; to the south of,6
南部,,nán bù,southern part,6
南方,,nán fāng,south; the southern part of the country; the South,6
南极,,nán jí,south pole,6
难,,nán,difficult (to...); problem; difficulty; difficult; not good,6
难道,,nán dào,don't tell me ...; could it be that...?,6
难得,,nán dé,seldom; rare; hard to come by,6
难度,,nán dù,degree of difficulty,6
难过,,nán guò,to feel sad; to feel unwell; (of life) to be difficult,6
难看,,nán kàn,ugly; unsightly,6
难免,,nán miǎn,hard to avoid; difficult to escape from; will inevitably,6
难受,,nán shòu,to feel unwell; to suffer pain; to be difficult to bear,6
难题,,nán tí,difficult problem,6
难听,,nán tīng,unpleasant to hear; coarse; vulgar; offensive; shameful,6
难忘,,nán wàng,unforgettable,6
难以,,nán yǐ,"hard to (predict, imagine etc)",6
脑袋,,nǎo dai,head; skull; brains; mental capability,6
脑子,,nǎo zi,brains; mind,6
闹,,nào,variant of 闹,6
闹钟,,nào zhōng,alarm clock,6
呢,,ne,"particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?""); particle for inquiring about location (""Where is ...?""); particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?""); (at the end of a declarative sentence) particle indicating continuation of a state or action; particle indicating strong affirmation",6
内,,nèi,inside; inner; internal; within; interior,6
内部,,nèi bù,"interior; inside (part, section); internal",6
内地,,Nèi dì,"mainland China (PRC excluding Hong Kong and Macau, but including islands such as Hainan); Japan (used in Taiwan during Japanese colonization)",6
内科,,nèi kē,internal medicine; general medicine,6
内容,,nèi róng,content; substance; details,6
内外,,nèi wài,inside and outside; domestic and foreign; approximately; about,6
内心,,nèi xīn,heart; innermost being; (math.) incenter,6
内衣,,nèi yī,undergarment; underwear,6
内在,,nèi zài,inner; internal; intrinsic; innate,6
能,,Néng,surname Neng,6
能不能,,néng bùnéng,Can you,6
能否,,néng fǒu,whether or not; can it or can't it; is it possible?,6
能干,,néng gàn,capable; competent,6
能够,,néng gòu,to be capable of; to be able to; can,6
能力,,néng lì,capability; ability,6
能量,,néng liàng,energy; capabilities,6
泥,,ní,mud; clay; paste; pulp,6
你,,nǐ,"you (informal, as opposed to courteous 您)",6
你们,,nǐ men,you (plural),6
年,,Nián,surname Nian,6
年初,,nián chū,beginning of the year,6
年代,,nián dài,a decade of a century (e.g. the Sixties); age; era; period,6
年底,,nián dǐ,the end of the year; year-end,6
年度,,nián dù,"year (e.g. school year, fiscal year); annual",6
年级,,nián jí,"grade; year (in school, college etc)",6
年纪,,nián jì,age,6
年龄,,nián líng,(a person's) age,6
年前,,nián qián,by the end of the year; at the end of the year; shortly before New Year,6
年轻,,nián qīng,young,6
念,,niàn,"variant of 念, to read aloud",6
鸟,,diǎo,variant of 屌; penis,6
您,,nín,"you (courteous, as opposed to informal 你)",6
宁静,,níng jìng,tranquil; tranquility; serenity,6
牛,,Niú,surname Niu,6
牛奶,,niú nǎi,cow's milk,6
牛仔裤,,niú zǎi kù,jeans,6
扭,,niǔ,to turn; to twist; to wring; to sprain; to swing one's hips,6
农产品,,nóng chǎn pǐn,agricultural produce,6
农村,,nóng cūn,rural area; village,6
农民,,nóng mín,peasant; farmer,6
农业,,nóng yè,agriculture; farming,6
浓,,nóng,concentrated; dense; strong (smell etc),6
弄,,lòng,lane; alley,6
努力,,nǔ lì,to make an effort; to try hard; to strive; hard-working; conscientious,6
女,,nu:3,female; woman; daughter,6
女儿,,nu:3 ér,daughter,6
女孩儿,,nu:3 hái r,erhua variant of 孩,6
女朋友,,nu:3 péng you,girlfriend,6
女人,,nu:3 rén,woman,6
女生,,nu:3 shēng,schoolgirl; female student; girl,6
女士,,nu:3 shì,lady; madam; Miss; Ms,6
女性,,nu:3 xìng,woman; the female sex,6
女子,,nu:3 zǐ,woman; female,6
暖,,nuǎn,old variant of 暖,6
暖和,,nuǎn huo,warm; nice and warm,6
暖气,,nuǎn qì,central heating; heater; warm air,6
偶尔,,ǒu ěr,occasionally; once in a while; sometimes,6
偶然,,ǒu rán,incidentally; occasional; occasionally; by chance; randomly,6
偶像,,ǒu xiàng,idol,6
爬,,pá,to crawl; to climb; to get up or sit up,6
爬山,,pá shān,to climb a mountain; to mountaineer; hiking; mountaineering,6
怕,,Pà,surname Pa,6
拍,,pāi,to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music),6
拍摄,,pāi shè,to take (a picture); to shoot (a film),6
拍照,,pāi zhào,to take a picture,6
排,,pái,"a row; a line; to set in order; to arrange; to line up; to eliminate; to drain; to push open; platoon; raft; classifier for lines, rows etc",6
排除,,pái chú,to eliminate; to remove; to exclude; to rule out,6
排队,,pái duì,to line up,6
排列,,pái liè,to arrange in order; (math.) permutation,6
排名,,pái míng,"to rank (1st, 2nd etc); ranking",6
排球,,pái qiú,volleyball,6
排行榜,,pái háng bǎng,the charts (of best-sellers); table of ranking,6
牌,,pái,mahjong tile; playing card; game pieces; signboard; plate; tablet; medal,6
牌子,,pái zi,sign; trademark; brand,6
派,,pài,clique; school; group; faction; to dispatch; to send; to assign; to appoint; pi (Greek letter Ππ); the circular ratio pi = 3.1415926; (loanword) pie,6
派出,,pài chū,to send; to dispatch,6
盘,,pán,"plate; dish; tray; board; hard drive (computing); to build; to coil; to check; to examine; to transfer (property); to make over; classifier for food: dish, helping; to coil; classifier for coils of wire; classifier for games of chess",6
盘子,,pán zi,tray; plate; dish,6
判,,pàn,to judge; to sentence; to discriminate; to discern; clearly distinguishable,6
判断,,pàn duàn,to judge; to determine; judgment,6
盼望,,pàn wàng,to hope for; to look forward to,6
旁,,páng,"one side; other; different; lateral component of a Chinese character (such as 刂, 亻 etc)",6
旁边,,páng biān,side; adjacent place,6
胖,,pán,healthy; at ease,6
胖子,,pàng zi,fat person; fatty,6
跑,,páo,(of an animal) to paw (the ground),6
跑步,,pǎo bù,to run; to jog; (military) to march at the double,6
泡,,pāo,puffed; swollen; spongy; small lake (esp. in place names); classifier for urine or feces,6
炮,,bāo,to sauté; to fry; to dry by heating,6
陪,,péi,to accompany; to keep sb company; to assist; old variant of 赔,6
陪同,,péi tóng,to accompany,6
培训,,péi xùn,to cultivate; to train; to groom; training,6
培训班,,péi xùn bān,training class,6
培养,,péi yǎng,to cultivate; to breed; to foster; to nurture; to educate; to groom (for a position); education; fostering; culture (biology),6
培育,,péi yù,to train; to breed,6
赔,,péi,to compensate for loss; to indemnify; to suffer a financial loss,6
赔偿,,péi cháng,to compensate,6
配,,pèi,to join; to fit; to mate; to mix; to match; to deserve; to make up (a prescription); to allocate,6
配备,,pèi bèi,to allocate; to provide; to outfit with,6
配合,,pèi hé,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine,6
配套,,pèi tào,to form a complete set; compatible; matching; complementary,6
配置,,pèi zhì,to deploy; to allocate; configuration; allocation,6
喷,,pēn,to puff; to spout; to spray; to spurt,6
盆,,pén,"basin; flower pot; unit of volume equal to 12 斗 and 8 升, approx 128 liters",6
朋友,,péng you,friend,6
碰,,pèng,variant of 碰,6
碰到,,pèng dào,to come across; to run into; to meet; to hit,6
碰见,,pèng jiàn,to run into; to meet (unexpectedly); to bump into,6
批,,pī,"to ascertain; to act on; to criticize; to pass on; classifier for batches, lots, military flights; tier (for the ranking of universities and colleges)",6
批评,,pī píng,to criticize; criticism,6
批准,,pī zhǔn,to approve; to ratify,6
披,,pī,to drape over one's shoulders; to open; to unroll; to split open; to spread out,6
皮,,Pí,surname Pi,6
皮包,,pí bāo,handbag; briefcase,6
皮肤,,pí fū,skin,6
皮球,,pí qiú,"ball (made of rubber, leather etc)",6
皮鞋,,pí xié,leather shoes,6
啤酒,,pí jiǔ,beer (loanword),6
脾气,,pí qi,character; temperament; disposition; bad temper,6
匹,,pī,mate; one of a pair,6
偏,,piān,to lean; to slant; oblique; prejudiced; to deviate from average; to stray from the intended line; stubbornly; contrary to expectations,6
篇,,piān,"sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article",6
片,,piān,disk; sheet,6
片面,,piàn miàn,unilateral; one-sided,6
骗,,piàn,to cheat; to swindle; to deceive; to get on (a horse etc) by swinging one leg over,6
骗子,,piàn zi,swindler; a cheat,6
票,,piào,"ticket; ballot; banknote; person held for ransom; amateur performance of Chinese opera; classifier for groups, batches, business transactions",6
票价,,piào jià,ticket price; fare; admission fee,6
漂亮,,piào liang,pretty; beautiful,6
拼,,pīn,to piece together; to join together; to stake all; adventurous; at the risk of one's life; to spell,6
贫困,,pín kùn,impoverished; poverty,6
频道,,pín dào,frequency; (television) channel,6
频繁,,pín fán,frequently; often,6
品,,pǐn,(bound form) article; commodity; product; goods; (bound form) grade; rank; kind; type; variety; character; disposition; nature; temperament; to taste sth; to sample; to criticize; to comment; to judge; to size up; fret (on a guitar or lute),6
品牌,,pǐn pái,brand name; trademark,6
品质,,pǐn zhì,"character; intrinsic quality (of a person); quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)",6
品种,,pǐn zhǒng,breed; variety,6
聘请,,pìn qǐng,to engage; to hire (a lawyer etc),6
平,,Píng,surname Ping,6
平安,,píng ān,safe and sound; well; without mishap; quiet and safe; at peace,6
平常,,píng cháng,ordinary; common; usually; ordinarily,6
平等,,píng děng,equal; equality,6
平凡,,píng fán,commonplace; ordinary; mediocre,6
平方,,píng fāng,"square (as in square foot, square mile, square root)",6
平方米,,píng fāng mǐ,square meter,6
平衡,,píng héng,balance; equilibrium,6
平静,,píng jìng,tranquil; undisturbed; serene,6
平均,,píng jūn,average; on average; evenly; in equal proportions,6
平时,,píng shí,ordinarily; in normal times; in peacetime,6
平台,,píng tái,platform; terrace; flat-roofed building,6
平坦,,píng tǎn,level; even; smooth; flat,6
平稳,,píng wěn,smooth; steady,6
平原,,píng yuán,field; plain,6
评,,píng,to discuss; to comment; to criticize; to judge; to choose (by public appraisal),6
评估,,píng gū,to evaluate; to assess; assessment; evaluation,6
评价,,píng jià,to evaluate; to assess,6
评论,,píng lùn,to comment on; to discuss; comment; commentary,6
评选,,píng xuǎn,to select on the basis of a vote or consensus,6
凭,,píng,variant of 凭,6
苹果,,píng guǒ,apple,6
屏幕,,píng mù,"screen (TV, computer or movie)",6
瓶,,píng,bottle; vase; pitcher; classifier for wine and liquids,6
瓶子,,píng zi,bottle,6
坡,,pō,slope; sloping; slanted,6
迫切,,pò qiè,urgent; pressing,6
破,,pò,"broken; damaged; worn out; lousy; rotten; to break, split or cleave; to get rid of; to destroy; to break with; to defeat; to capture (a city etc); to expose the truth of",6
破产,,pò chǎn,to go bankrupt; to become impoverished; bankruptcy,6
破坏,,pò huài,destruction; damage; to wreck; to break; to destroy,6
